epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,456.338,0,0.14821,0,0.00671,0.00531,0.00161,0.00016,6.4723,30.7573,2.5933,0.000767584,0.000767584,0.000767584
24,471.643,0,0.1338,0,0.00671,0.00531,0.00161,0.00016,5.10125,7.78382,2.08654,0.000773332,0.000773332,0.000773332
25,486.725,0,0.1043,0,0.00671,0.00531,0.00161,0.00016,0.03975,671.766,0.01603,0.000776704,0.000776704,0.000776704
26,538.522,0,0.08709,0,0.00671,0.00531,0.00161,0.00016,6.01661,177309,2.62383,0.0007777,0.0007777,0.0007777
27,553.299,0,0.0734,0,0.00671,0.00531,0.00161,0.00016,3.06552,137620,1.36267,0.00077632,0.00077632,0.00077632
28,568.307,0,0.05495,0,0.00671,0.00531,0.00161,0.00016,0,83.9735,0,0.000772564,0.000772564,0.000772564
29,584.086,0,0.04486,0,0.00671,0.00531,0.00161,0.00016,0,83.9735,0,0.000766432,0.000766432,0.000766432
30,599.45,0,0.04101,0,0.00671,0.00531,0.00161,0.00016,0.00029,0.02409,0.00188,0.000757924,0.000757924,0.000757924
31,614.603,0,0.03389,0,0.00671,0.00531,0.00161,0.00016,1e-05,5e-05,3e-05,0.00074704,0.00074704,0.00074704
32,631.108,0,0.02862,0,0.00671,0.00531,0.00161,0.00016,5.31258,8.31046,2.16852,0.00073378,0.00073378,0.00073378
33,647.641,0,0.02345,0,0.00671,0.00531,0.00161,0.00016,5.31258,8.31046,2.16852,0.000718144,0.000718144,0.000718144
34,663.936,0,0.02042,0,0.00671,0.00531,0.00161,0.00016,4.65808,9.26798,2.39484,0.0006932,0.0006932,0.0006932
35,680.881,0,0.01737,0,0.00671,0.00531,0.00161,0.00016,5.83268,7.77853,2.31916,0.0006536,0.0006536,0.0006536
36,699.131,0,0.01514,0,0.00671,0.00531,0.00161,0.00016,5.57424,8.02236,2.57872,0.000614,0.000614,0.000614
37,718.752,0,0.01326,0,0.00671,0.00531,0.00161,0.00016,5.57424,8.02236,2.57872,0.0005744,0.0005744,0.0005744
38,739.511,0,0.01187,0,0.00671,0.00531,0.00161,0.00016,5.64187,8.2573,2.68234,0.0005348,0.0005348,0.0005348
39,760.03,0,0.01117,0,0.00671,0.00531,0.00161,0.00016,5.63104,8.11552,2.77178,0.0004952,0.0004952,0.0004952
40,779.615,0,0.01021,0,0.00671,0.00531,0.00161,0.00016,4.95735,8.00657,2.21723,0.0004556,0.0004556,0.0004556
41,797.977,0,0.009,0,0.00671,0.00531,0.00161,0.00016,4.95735,8.00657,2.21723,0.000416,0.000416,0.000416
42,815.38,0,0.0086,0,0.00671,0.00531,0.00161,0.00016,5.10436,8.38598,2.30679,0.0003764,0.0003764,0.0003764
43,832.448,0,0.00813,0,0.00671,0.00531,0.00161,0.00016,6.01882,10.5102,2.75313,0.0003368,0.0003368,0.0003368
44,849.262,0,0.00742,0,0.00671,0.00531,0.00161,0.00016,5.92614,8.50192,2.54152,0.0002972,0.0002972,0.0002972
45,866.28,0,0.00688,0,0.00671,0.00531,0.00161,0.00016,5.92614,8.50192,2.54152,0.0002576,0.0002576,0.0002576
46,883.141,0,0.00656,0,0.00671,0.00531,0.00161,0.00016,6.00113,8.49071,2.65472,0.000218,0.000218,0.000218
47,900.46,0,0.00653,0,0.00671,0.00531,0.00161,0.00016,6.06941,8.48284,2.59901,0.0001784,0.0001784,0.0001784
48,917.676,0,0.00619,0,0.00671,0.00531,0.00161,0.00016,6.11955,8.43327,2.67108,0.0001388,0.0001388,0.0001388
49,934.422,0,0.00586,0,0.00671,0.00531,0.00161,0.00016,6.11955,8.43327,2.67108,9.92e-05,9.92e-05,9.92e-05
50,951.322,0,0.00592,0,0.00671,0.00531,0.00161,0.00016,6.20024,8.45353,2.8494,5.96e-05,5.96e-05,5.96e-05
