epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,209.677,0,0.67101,0,0.00266,0.01583,0.00141,0.0007,4.00302,550.763,1.54552,0.000608932,0.000608932,0.000608932
15,225.01,0,0.50599,0,0.00266,0.01583,0.00141,0.0007,4.66016,107656,1.75692,0.000636064,0.000636064,0.000636064
16,240.352,0,0.38405,0,0.00266,0.01583,0.00141,0.0007,4.37319,49121.2,1.47603,0.00066082,0.00066082,0.00066082
17,255.776,0,0.31074,0,0.00266,0.01583,0.00141,0.0007,4.05668,8.69411,1.57007,0.0006832,0.0006832,0.0006832
18,270.793,0,0.28685,0,0.00266,0.01583,0.00141,0.0007,4.63343,9.09981,1.69514,0.000703204,0.000703204,0.000703204
19,286.37,0,0.41978,0,0.00266,0.01583,0.00141,0.0007,5.60703,54.5339,2.03111,0.000720832,0.000720832,0.000720832
20,303.427,0,0.26511,0,0.00671,0.00528,0.00161,0.00016,5.67804,2246.49,2.91793,0.000736084,0.000736084,0.000736084
21,319.828,0,0.21999,0,0.00671,0.00528,0.00161,0.00016,6.16699,25810.1,2.50894,0.00074896,0.00074896,0.00074896
22,336.366,0,0.16563,0,0.00671,0.00528,0.00161,0.00016,6.65791,125.378,4.70791,0.00075946,0.00075946,0.00075946
23,352.911,0,0.14821,0,0.00671,0.00528,0.00161,0.00016,6.47235,30.7558,2.59332,0.000767584,0.000767584,0.000767584
24,369.205,0,0.1338,0,0.00671,0.00528,0.00161,0.00016,5.10173,7.78451,2.08672,0.000773332,0.000773332,0.000773332
25,385.601,0,0.1043,0,0.00671,0.00528,0.00161,0.00016,0.03975,671.766,0.01603,0.000776704,0.000776704,0.000776704
26,402.421,0,0.08709,0,0.00671,0.00528,0.00161,0.00016,6.01661,177309,2.62383,0.0007777,0.0007777,0.0007777
27,418.722,0,0.0734,0,0.00671,0.00528,0.00161,0.00016,3.06552,137620,1.36267,0.00077632,0.00077632,0.00077632
28,435.344,0,0.05495,0,0.00671,0.00528,0.00161,0.00016,0,83.9735,0,0.000772564,0.000772564,0.000772564
29,451.813,0,0.04486,0,0.00671,0.00528,0.00161,0.00016,0,83.9735,0,0.000766432,0.000766432,0.000766432
30,468.154,0,0.04101,0,0.00671,0.00528,0.00161,0.00016,0.00029,0.02409,0.00188,0.000757924,0.000757924,0.000757924
31,484.339,0,0.03389,0,0.00671,0.00528,0.00161,0.00016,1e-05,5e-05,3e-05,0.00074704,0.00074704,0.00074704
32,500.822,0,0.02862,0,0.00671,0.00528,0.00161,0.00016,5.31258,8.31046,2.16852,0.00073378,0.00073378,0.00073378
33,517.338,0,0.02345,0,0.00671,0.00528,0.00161,0.00016,5.31258,8.31046,2.16852,0.000718144,0.000718144,0.000718144
34,533.574,0,0.02042,0,0.00671,0.00528,0.00161,0.00016,4.65808,9.26798,2.39484,0.0006932,0.0006932,0.0006932
35,549.916,0,0.01737,0,0.00671,0.00528,0.00161,0.00016,5.83268,7.77853,2.31916,0.0006536,0.0006536,0.0006536
36,566.368,0,0.01514,0,0.00671,0.00528,0.00161,0.00016,5.57424,8.02236,2.57872,0.000614,0.000614,0.000614
37,582.639,0,0.01326,0,0.00671,0.00528,0.00161,0.00016,5.57424,8.02236,2.57872,0.0005744,0.0005744,0.0005744
38,598.7,0,0.01187,0,0.00671,0.00528,0.00161,0.00016,5.64187,8.2573,2.68234,0.0005348,0.0005348,0.0005348
39,615.568,0,0.01117,0,0.00671,0.00528,0.00161,0.00016,5.63104,8.11552,2.77178,0.0004952,0.0004952,0.0004952
40,630.532,0,0.01021,0,0.00671,0.00528,0.00161,0.00016,4.95674,8.00324,2.20616,0.0004556,0.0004556,0.0004556
41,646.095,0,0.009,0,0.00671,0.00528,0.00161,0.00016,4.95674,8.00324,2.20616,0.000416,0.000416,0.000416
42,735.025,0,0.0086,0,0.00671,0.00528,0.00161,0.00016,5.10583,8.37653,2.27722,0.0003764,0.0003764,0.0003764
43,749.576,0,0.00813,0,0.00671,0.00528,0.00161,0.00016,6.01882,10.5102,2.75313,0.0003368,0.0003368,0.0003368
44,764.179,0,0.00742,0,0.00671,0.00528,0.00161,0.00016,5.92614,8.50192,2.54152,0.0002972,0.0002972,0.0002972
45,779.333,0,0.00688,0,0.00671,0.00528,0.00161,0.00016,5.92614,8.50192,2.54152,0.0002576,0.0002576,0.0002576
46,794.515,0,0.00656,0,0.00671,0.00528,0.00161,0.00016,6.00113,8.49071,2.65473,0.000218,0.000218,0.000218
47,809.905,0,0.00653,0,0.00671,0.00528,0.00161,0.00016,6.06942,8.48284,2.59901,0.0001784,0.0001784,0.0001784
48,825.264,0,0.00619,0,0.00671,0.00528,0.00161,0.00016,6.11956,8.43328,2.67108,0.0001388,0.0001388,0.0001388
49,840.449,0,0.00586,0,0.00671,0.00528,0.00161,0.00016,6.11956,8.43328,2.67108,9.92e-05,9.92e-05,9.92e-05
50,855.918,0,0.00592,0,0.00671,0.00528,0.00161,0.00016,6.20025,8.45353,2.8494,5.96e-05,5.96e-05,5.96e-05
